Description,Data.Sugar Total,Data.Water,Data.Vitamins.Vitamin K
"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS,MILK CHOC COVERED",58.65000153,6.99,0
"CANDIES,MASTERFOODS USA,MILKY WAY CARAMELS. DK CHOC COVERED",54.08000183,6.99,0
"ICE CREAMS,HEALTHY CHOIC PRALINE & CARAMEL",26.39999962,60.19,0
"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",6.460000038,65.52,2.8
"FROZEN NOVELTIES,FRUIT & JUC BARS",17.47999954,78.3,0.9
"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",5.429999828,64.44,3.6
"CANDIES,DK CHOC COATD COFFEE BNS",42.5,1.47,5.9
"SNACKS,GENERAL MILLS,BETTY CROCKER FRT RL UPS,BRY FLV,W/VT C",38.70000076,10.2,0
"ICE CREAMS,CHOC",25.36000061,55.7,0.3
"ICE CREAMS,STRAWBERRY",0,60,0
"SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E",0,14.7,0
"CANDIES,MILK CHOC COATD COFFEE BNS",50.75,2.42,5.4
"FROZEN NOVELTIES,ICE TYPE,LIME",32.59999847,66.9,0
"FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",0,86.4,0
"FROZEN NOVELTIES,ICE TYPE,POP",13.65999985,80.49,0
"CANDIES,MASTERFOODS USA,M&M'S CRISPY CHOC CANDIES",58.93999863,1.7,0
"FROZEN YOGURTS,VANILLA,SOFT-SERVE",24,65.3,0.3
"FRUIT BUTTERS,APPLE",35.29999924,56.45,0.9
"CANDIES,MASTERFOODS USA,SNICKERS MUNCH BAR",30.87000084,2.99,0
HONEY,82.12000275,17.1,0
JAMS AND PRESERVES,48.5,30.47,0
JELLIES,51.22000122,29.77,0.3
"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",0,7.12,2.4
"CANDIES,MASTERFOODS USA,SNICKERS ALMOND BAR",53.93000031,5.45,0
"MARMALADE,ORANGE",60,33.2,0
MOLASSES,55.49000168,21.87,0
"CANDIES,MASTERFOODS USA,POP'ABLES SNICKERS BRAND BITE SIZE",51.68999863,5.78,0
"CANDIES,MASTERFOODS USA,POP'ABLES MILKY WAY BRAND BITE SIZE",61.08000183,5.78,0
"CANDIES,MASTERFOODS USA,POP'ABLES 3 MUSKETEERS BITE SIZE",67,5.3,0
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,FRUIT & CREME",57.97999954,8.7,0
"PECTIN,UNSWTND,DRY MIX",0,8.7,0
"PIE FILLINGS,APPL,CND",13.80000019,73.4,0.5
"CANDIES,MASTERFOODS USA,STARBURST FRUIT CHEWS,TROPICAL",58.18000031,8.51,0
"PIE FILLINGS,CND,CHERRY",0,71.23,0
"CANDIES,MASTERFOODS USA,STARBURST SOUR FRUIT CHEWS",56.09999847,10.89,0
"PUDDINGS,BANANA,DRY MIX,INST",76.56999969,2.8,0
"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",17.37999916,73.51,0
"PUDDINGS,BANANA,DRY MIX,REG",74.31999969,4.1,0
"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",15.97999954,74.84,0
"PUDDINGS,COCNT CRM,DRY MIX,INST",64,2.2,0.1
"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK",0,73.4,0
"PUDDINGS,COCNT CRM,DRY MIX,REG",80.54000092,3.7,0.1
"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",0,74.6,0
"CANDIES,MASTERFOODS USA,COCOAVIA CHOC BAR",39.18999863,0.7,0
"CANDIES,MASTERFOODS USA,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",38.99000168,2.9,0
"CANDIES,MASTERFOODS USA,COCOAVIA CRISPY CHOC BAR",34.95999908,1.9,0
"PUDDINGS,LEMON,DRY MIX,INST",0,0.7,0
"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",0,73.2,0
"PUDDINGS,LEMON,DRY MIX,REG",0,5.2,0
"PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",13.51000023,73.62,0
"SUGARS,BROWN",97.01999664,1.34,0
"SUGARS,GRANULATED",99.91000366,0.03,0
"SUGARS,POWDERED",97.91000366,0.3,0
"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",80.69999695,8.75,0
"SUGARS,MAPLE",84.87000275,8,0
"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",28.56999969,62.16,0.2
"SYRUPS,CHOC,FUDGE-TYPE",34.81999969,21.8,2.5
"SYRUPS,CORN,DK",26.70000076,22.01,0
"SYRUPS,CORN,LT",26.77000046,22.81,0
"SYRUPS,CORN,HIGH-FRUCTOSE",26.36000061,24,0
"SYRUPS,MALT",71.30000305,21.1,0
"SYRUPS,MAPLE",59.52000046,32.11,0
"SYRUPS,SORGHUM",74.90000153,22.7,0
"CANDIES,MASTERFOODS USA,SNICKERS CRUNCHER",46.54000092,4.47,0
"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",42,30.1,0
"SYRUPS,TABLE BLENDS,CANE&15% MAPLE",68.19999695,30.1,0
"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",0,15.6,0
"CANDIES,MASTERFOODS USA,SKITTLES WILD BERRY BITE SIZE",75.91999817,3.83,0
"TOPPINGS,BUTTERSCOTCH OR CARAMEL",0,32,0
"TOPPINGS,MARSHMLLW CRM",46.79999924,19.8,0
"TOPPINGS,PINEAPPLE",21.01000023,33,0.2
"TOPPINGS,NUTS IN SYRUP",36.72000122,14.69,0.9
"CANDIES,MASTERFOODS USA,SKITTLES TROPICAL BITE SIZE CANDIES",75.76000214,3.83,0
"CANDIES,MASTERFOODS USA,SKITTLES SOURS ORIGINAL",73.16000366,3.83,0
"CANDIES,MASTERFOODS USA,SKITTLES ORIGINAL BITE SIZE CANDIES",75.83999634,3.83,1.1
"FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE",0,12.18,0
"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ MARGARINE",0,14.07,0
"FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",80.44000244,15.27,0
"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",64.05999756,7.82,2.3
"CANDIES,TAFFY,PREPARED-FROM-RECIPE",68.48000336,4.85,0.3
"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",63.47000122,0.55,2.8
"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",78.95999908,9.16,0
"FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT",0,73.3,0
"FROZEN YOGURTS,CHOC,SOFT-SERVE",0,63.8,0
BANANA CHIPS,35.34000015,4.3,1.3
"CORNNUTS,BARBECUE-FLAVOR",0,1.6,0
"CORNNUTS,NACHO-FLAVOR",0,2.1,0
"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP",28.92000008,6.45,16.4
"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW",0,6,0
"GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN",0,6.1,0
"SNACKS,BF STKS,SMOKED",0,19.1,0
"PORK SKINS,BARBECUE-FLAVOR",0,2.1,0
"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",64.30000305,18.27,0.7
"SNACK,POTATO CHIPS,MADE FROM DRIED POTATOES,PLN",1.139999986,2.54,7.2
"POTATO CHIPS,PLAIN,SALTED",0.370000005,2.28,22.1
"POTATO CHIPS,MADE FROM DRIED POTATOES,CHEESE-FLAVOR",0,1.9,0
"RICE CAKES,BROWN RICE,CORN",0,5.9,0
"RICE CAKES,BROWN RICE,MULTIGRAIN",0,6.3,0
POTATO STICKS,0.219999999,2.2,22.1
"RICE CAKES,BROWN RICE,RYE",0,6.8,0
"SESAME STKS,WHEAT-BASED,SALTED",0.189999998,2,8
"GRANOLA BARS,HARD,PNUT BUTTER",0,2.3,0
"POTATO CHIPS,CHEESE-FLAVOR",0,1.8,0
"POTATO CHIPS,LIGHT",0.219999999,1,13.3
"SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA",0,2,0
"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT",0,1.3,0
"TORTILLA CHIPS,LOFAT,BKD WO/FAT",0.670000017,1.7,0.2
"CHEESE PUFFS&TWISTS,CORN BSD,LOFAT",7.289999962,3,1.1
"SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT",55.34000015,13.7,2.7
"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",64.68000031,6,0.9
"POTATO CHIPS,FAT FREE,SALTED",3.690000057,2,9.1
"SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",0,5.9,0
"SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR",0,5,0
"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",38.77999878,4.9,0
"SNACKS,KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,FRUIT-FILLED",35.09999847,14.5,12.9
"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",2.819999933,1.66,191.9
"Snacks, potato chips, from dried potatoes, fat-free, olestra",0.589999974,2.63,328.6
TARO CHIPS,3.819999933,2,18
"CANDIES,SEMISWEET CHOC,MADE W/BUTTER",0,0.7,0
"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",0,1,0
"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C",0,6.7,0
"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA",0,6.7,0
"PUDDINGS,BANANA,DRY MIX,INST,W/ ADDED OIL",0,2.8,0
"PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL",0,4.1,0
"PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA",0,5.2,0
"PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",0,4,0
"PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL",0,3.9,0
"JAMS&PRESERVES,APRICOT",43.40000153,34.5,0
"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",0,30.1,0
"CORN CAKES,VERY LO NA",0,4.6,0
"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",2.75999999,1.5,36.1
"SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",0,1.2,0
"POPCORN,AIR-POPPED,WHITE POPCORN",0,4.1,0
"POPCORN,OIL-POPPED,WHITE POPCORN",0,2.8,0
"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,SALTED",0,1.9,0
"POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED",0,1.9,0
"POTATO CHIPS,PLN,UNSALTED",0.219999999,1.9,22.1
"PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED",0,3.3,0
"PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED",0,3.3,0
"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",2.210000038,3.3,0.9
"RICE CAKES,BROWN RICE,PLN,UNSALTED",0.879999995,5.8,1.9
"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",0,5.9,0
"RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",0,6.3,0
"RICE CAKES,BROWN RICE,SESAME SD,UNSALTED",0,5.9,0
"SESAME STKS,WHEAT-BASED,UNSALTED",0,2,0
"TRAIL MIX,REG,UNSALTED",0,9.2,0
"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",0,6.6,0
"POTATO CHIPS,WO/SALT,RED FAT",0.219999999,1,13.3
"TORTILLA CHIPS,LOFAT,UNSALTED",0.850000024,1.7,20.9
"FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS",14.56999969,79.96,0
"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR",0,1.7,0
"CANDIES,SUGAR-COATED ALMONDS",62.5,2.3,0
"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",1.549999952,3,2.3
"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",1.529999971,3,4.4
"CANDIES,SOFT FRUIT & NUT SQUARES",45.95000076,13.88,0.4
"ICE CREAMS,VANILLA,FAT FREE",6.300000191,64.35,0
"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS",80.33000183,8.83,0
"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",3.930000067,71.85,3.6
"FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS",20.10000038,65.94,0
"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",1.519999981,94.03,0
"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",7.099999905,63.51,0
"ICE CREAMS,BREYERS,ALL NAT LT VANILLA",22.78000069,64.89,0
"ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA",21.11000061,62.71,0
"ICE CREAMS,BREYERS,98% FAT FREE VANILLA",20.93000031,63.42,0
"ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY",22.46999931,63.32,0
"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP",25.37999916,59.11,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN",5.900000095,63.52,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA",7.699999809,66.48,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA",6.090000153,67.86,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL",5.489999771,64.4,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY",6.150000095,67.34,0
"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",24.75,46.57,0
"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE",24.62000084,45.51,0
"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH",21.81999969,46.65,0
"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH",21.5,46.53,0
"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH",21.80999947,46.65,0
"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",8.640000343,54.69,0
"FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",2.75,82.38,0
"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",0.430000007,83.91,0
"ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC",24.04000092,56.58,0
"ICE CREAMS,BREYERS,98% FAT FREE CHOC",20.29000092,63.2,0
"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",5.809999943,64.71,0
"CANDIES,REESE'S FAST BREAK,CANDY BAR",53.56999969,1.66,1.8
"CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS",26.92000008,1.5,0
"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA",6.349999905,67.36,0.3
"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",6.349999905,66.63,0.3
"CANDIES,CHOC,DK,45-59% CACAO SOL",47.90000153,0.97,8.1
"CANDIES,CHOC,DK,60-69% CACAO SOL",36.70999908,1.25,7.2
"CANDIES,CHOC,DK,70-85% CACAO SOL",23.98999977,1.37,7.3
"CANDIES,CHOC,DK,NFS",46.13999939,1,8
"AMARANTH,UNCKD",1.690000057,11.29,0
"AMARANTH GRAIN,CKD",0,75.16,0
ARROWROOT FLOUR,0,11.37,0
"BARLEY,HULLED",0.800000012,9.44,2.2
"BARLEY,PEARLED,RAW",0.800000012,10.09,2.2
"BARLEY,PEARLED,COOKED",0.280000001,68.8,0.8
BUCKWHEAT,0,9.75,0
"BUCKWHEAT GROATS,RSTD,DRY",0,8.41,0
"BUCKWHEAT GROATS,RSTD,CKD",0.899999976,75.63,1.9
"BUCKWHEAT FLR,WHOLE-GROAT",2.599999905,11.15,7
"BULGUR,DRY",0.409999996,9,1.9
"BULGUR,COOKED",0.100000001,77.76,0.5
"CORN,YELLOW",0.639999986,10.37,0.3
"CORN BRAN,CRUDE",0,4.71,0.3
"CORN FLR,WHOLE-GRAIN,YEL",0.639999986,10.91,0.3
"CORN FLR,MASA,ENR,WHITE",0.639999986,9.03,0.3
"CORN FLR,DEGERMED,UNENR,YEL",0.639999986,9.81,0.3
"CORNMEAL,WHOLE-GRAIN,YEL",0.639999986,10.26,0.3
"CORNMEAL,DEGERMED,ENR,YEL",1.659999967,11.26,0
"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",0,12.59,0
"CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL",0,10.33,0
"CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL",0,10.17,0
CORNSTARCH,0,8.32,0
"COUSCOUS,DRY",0,8.56,0
"COUSCOUS,COOKED",0.100000001,72.57,0.1
"HOMINY,CANNED,WHITE",1.820000052,82.53,0.2
"MILLET,RAW",0,8.67,0.9
"MILLET,COOKED",0.129999995,71.41,0.3
"OAT BRAN,RAW",1.450000048,6.55,3.2
"OAT BRAN,COOKED",0,84,0
"QUINOA,UNCKD",0,13.28,0
"RICE,BROWN,LONG-GRAIN,RAW",0.850000024,10.37,1.9
"RICE,BROWN,LONG-GRAIN,CKD",0.349999994,73.09,0.6
OATS,0,8.22,0
"RICE,BROWN,MEDIUM-GRAIN,RAW",0,12.37,0
"RICE,BROWN,MEDIUM-GRAIN,CKD",0,72.96,0
"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",0.119999997,11.62,0.1
"RICE,WHITE,LONG-GRAIN,REG,CKD",0.050000001,68.44,0
"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",0.330000013,9.7,0.1
"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",0.109999999,70.36,0
"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",0.050000001,8.38,0.1
"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",0,72,0
"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",0,12.89,0
"RICE,WHITE,MEDIUM-GRAIN,CKD",0,68.61,0
"RICE,WHITE,SHORT-GRAIN,RAW",0,13.29,0
"RICE,WHITE,SHORT-GRAIN,CKD",0,68.53,0
"RICE,WHITE,GLUTINOUS,RAW",0,10.46,0
"RICE,WHITE,GLUTINOUS,CKD",0.050000001,76.63,0
"RICE,WHITE,WITH PASTA,DRY",0,7.13,0
"RICE,WHITE,W/PASTA,CKD",0,71.74,0
"RICE,WHITE,STMD,CHINESE RESTAURANT",0,62.5,0
"RICE BRAN,CRUDE",0.899999976,6.13,1.9
"RICE FLOUR,WHITE",0.119999997,11.89,0
RYE,1.039999962,10.95,5.9
"RYE FLOUR,DARK",1.039999962,11.07,5.9
"RYE FLOUR,MEDIUM",1.039999962,9.85,5.9
"RYE FLOUR,LIGHT",1.039999962,8.78,5.9
"SEMOLINA,ENRICHED",0,12.67,0
SORGHUM,0,9.2,0
"TAPIOCA,PEARL,DRY",3.349999905,10.99,0
TRITICALE,0,10.51,0
"TRITICALE FLR,WHOLE-GRAIN",0,10.01,0
"WHEAT,HARD RED SPRING",0.409999996,12.76,1.9
"WHEAT,HARD RED WINTER",0.409999996,13.1,1.9
"WHEAT,SOFT RED WINTER",0.409999996,12.17,0
"WHEAT,HARD WHITE",0.409999996,9.57,1.9
"WHEAT,SOFT WHITE",0.409999996,10.42,1.9
"WHEAT,DURUM",0,10.94,0
"WHEAT BRAN,CRUDE",0.409999996,9.89,1.9
"WHEAT GERM,CRUDE",0,11.12,0
"WHEAT FLOUR,WHOLE-GRAIN",0.409999996,10.27,1.9
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",0.270000011,11.92,0.3
"WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR",0.219999999,10.59,0.3
"WHEAT FLR,WHITE,BREAD,ENR",0.310000002,13.36,0.3
"WHEAT FLR,WHITE,CAKE,ENR",0.310000002,12.51,0.3
"WHEAT FLR,WHITE,TORTILLA MIX,ENR",0,10.08,0
"WHEAT,SPROUTED",0,47.75,0
"WILD RICE,RAW",2.5,7.76,1.9
"WILD RICE,COOKED",0.730000019,73.93,0.5
"RICE FLOUR,BROWN",0.850000024,11.97,0
"PASTA,CORN,DRY",0,10,0
"PASTA,CORN,COOKED",0,68.31,0
"PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED",0,31,0
"PASTA,FRESH-REFRIGERATED,PLN,CKD",0,68.56,0
"PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED",0,30.1,0
"PASTA,FRESH-REFRIGERATED,SPINACH,CKD",0,68.58,0
"PASTA,HOMEMADE,MADE W/EGG,CKD",0,68.71,0
"PASTA,HOMEMADE,MADE WO/EGG,CKD",0,68.86,0
"MACARONI,DRY,ENR",2.670000076,9.9,0.1
"MACARONI,COOKED,ENRICHED",0.560000002,62.13,0
"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70)",0,9.23,0
"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70)",0,59.73,0
"MACARONI,VEG,DRY,ENR",0,9.89,0
"MACARONI,VEG,CKD,ENR",1.149999976,68.37,0.3
"MACARONI,WHOLE-WHEAT,DRY",0,7.34,0
"MACARONI,WHOLE-WHEAT,CKD",0.800000012,67.15,0.7
"NOODLES,EGG,DRY,ENRICHED",1.879999995,9.01,0.5
"NOODLES,EGG,CKD,ENR",0.400000006,67.73,0
"NOODLES,EGG,SPINACH,DRY,ENR",0,8.72,0
"NOODLES,EGG,SPINACH,CKD,ENR",0.400000006,68.52,101.1
"NOODLES,CHINESE,CHOW MEIN",0.25999999,0.73,6.7
"NOODLES,JAPANESE,SOBA,DRY",0,6.88,0
"NOODLES,JAPANESE,SOBA,CKD",0,73.01,0
"NOODLES,JAPANESE,SOMEN,DRY",0,9.21,0
"NOODLES,JAPANESE,SOMEN,CKD",0,67.91,0
"NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT",0,4.93,0
"SPAGHETTI,DRY,ENRICHED",2.670000076,9.9,0.1
"SPAGHETTI,CKD,ENR,WO/ SALT",0.560000002,62.13,0
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)",0,9.23,0
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)",0,59.73,0
"SPAGHETTI,WHOLE-WHEAT,DRY",0,7.34,0
"SPAGHETTI,WHOLE-WHEAT,CKD",0.800000012,67.15,0.7
"SPAGHETTI,SPINACH,DRY",2.720000029,8.34,151.5
"SPAGHETTI,SPINACH,COOKED",0,68.14,0
"WHEAT FLOURS,BREAD,UNENR",0.310000002,13.36,0.3
BARLEY FLOUR OR MEAL,0.800000012,12.11,2.2
BARLEY MALT FLR,0.800000012,8.21,2.2
"OAT FLR,PART DEBRANNED",0.800000012,8.55,3.2
"RICE NOODLES,DRY",0,11.91,0
"RICE NOODLES,COOKED",0,73.82,0
"QUINOA,CKD",0,71.61,0
"KAMUT,UNCKD",8.18999958,10.95,1.8
"KAMUT,CKD",0,61.42,0
"SPELT,UNCKD",6.820000172,11.02,3.6
"SPELT,CKD",0,66.56,0
"TEFF,UNCKD",1.840000033,8.82,1.9
"TEFF,CKD",0,74.93,0
"MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 6.25)",0,9.23,0
"MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 6.25)",0,59.73,0
"NOODLES,EGG,CKD,ENR,W/ SALT",0.400000006,67.73,0
"CORN,WHITE",0,10.37,0
"CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)",0,10.83,0
"CORN FLR,WHOLE-GRAIN,WHITE",0.639999986,10.91,0.3
"CORN FLR,MASA,ENR,YEL",0,9.03,0
"CORNMEAL,WHOLE-GRAIN,WHITE",0.639999986,10.26,0.3
"SPAGHETTI,CKD,ENR,W/ SALT",0.560000002,62.13,0
"CORNMEAL,DEGERMED,ENR,WHITE",1.659999967,11.26,0
"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE",0,12.59,0
"CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE",0,10.33,0
"CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE",0,10.17,0
"HOMINY,CANNED,YELLOW",0,82.53,0
"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",0.050000001,68.44,0
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED",0,11.92,0
"MACARONI,CKD,UNENR",0.560000002,62.13,0
"NOODLES,EGG,DRY,UNENR",1.879999995,9.01,0.5
"NOODLES,EGG,CKD,UNENR,WO/ SALT",0.400000006,67.73,0
"SPAGHETTI,DRY,UNENRICHED",2.670000076,9.9,0.1
"SPAGHETTI,CKD,UNENR,WO/ SALT",0.560000002,62.13,0
"CORNMEAL,DEGERMED,UNENR,YEL",1.659999967,11.26,0
"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",0.119999997,11.62,0.1
"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT",0.050000001,68.44,0
"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",0.330000013,9.7,0.1
"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD",0.109999999,70.36,0
"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",0,12.89,0
"RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR",0,68.61,0
"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",0,13.29,0
"RICE,WHITE,SHORT-GRAIN,CKD,UNENR",0,68.53,0
"SEMOLINA,UNENRICHED",0,12.67,0
"WHEAT FLR,WHITE,ALL-PURPOSE,UNENR",0.270000011,11.92,0.3
"MACARONI,DRY,UNENRICHED",2.670000076,9.9,0.1
"NOODLES,EGG,CKD,UNENR,W/ SALT",0.400000006,67.73,0
"SPAGHETTI,CKD,UNENR,W/ SALT",0.560000002,62.13,0
"CORNMEAL,DEGERMED,UNENR,WHITE",1.659999967,11.26,0
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",0,59.73,0
"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",0.050000001,68.44,0
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED",0.270000011,11.92,0.3
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",0,9.23,0
"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR",0.540000021,11.85,0.3
"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR",0.540000021,11.85,0.3
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR",0.49000001,12.01,0.3
