year,address.city,address.state,business.name,industry.division,industry.major_group
2008,South Yarmouth,MA,Winslow E F Plumbing & Htg Co,Construction,Construction Special Trade Contractors
2008,Waco,TX,Barnett Contracting Inc,Construction,Construction Special Trade Contractors
2008,Tolland,CT,Dari-Farms Ice Cream Co Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Ford,KS,Ford County Feed Yard Inc,"Agriculture, Forestry, And Fishing",Agriculture production livestock and animal specialties
2008,Staley,NC,Manhattan Amrcn Terrazzo Strip,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,Pittsburg,PA,Lane Construction,Construction,Heavy Construction Other Than Building Construction Contractors
2008,Monroe,WI,Cleaver-Brooks Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,DUNMORE,PA,(DBA) Ocean Logistics,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Skowhegan,ME,Sappi Fine Paper North America,Manufacturing,Paper And Allied Products
2008,Valdosta,GA,Packaging Corporation America,Manufacturing,Paper And Allied Products
2008,Medina,OH,Gasko Fabricated Products Co,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Saint Louis,MO,J K Pulley Co Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Houston,TX,Weatherford International,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Boise,ID,Rm Mechanical  Inc,Construction,Construction Special Trade Contractors
2008,City of Industry,CA,Gff Inc,Manufacturing,Food And Kindred Products
2008,Louisville,KY,Presbyterian Publishing Corp,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,North Adams,MA,Modern Aluminum Anodizing Corporation,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Fostoria,OH,Voca of Ohio,Services,Health Services
2008,Holbrook,NY,Packaging & Shipping Ctr Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Bayonne,NJ,Gordon Terminal Service Company,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Maynard,MA,Stratus Technologies  Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Dahlonega,GA,Indak Manufacturing Corp,Manufacturing,Transportation Equipment
2008,Lancaster,PA,"Conestoga View Nursing, LP",Services,Health Services
2008,Mableton,GA,Osborne & Witt Inc,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,Kent,OH,Kent Mold & Manufacturing Co,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Saint James,NY,St James Healthcare Center,Services,Health Services
2008,Mount Pleasant,MI,Home Depot USA Inc,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,Streetsboro,OH,Extendicare Health Services,Services,Health Services
2008,Tallahassee,FL,Millers Plumbing Company Inc,Construction,Construction Special Trade Contractors
2008,Newark,NJ,L A Piccirillo Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Houston,TX,Lem Construction Company  Inc,Construction,Heavy Construction Other Than Building Construction Contractors
2008,Salisbury,NC,Universal Forest Products,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,West Chester,PA,Simon Pearce (us) Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,Universal City,TX,Alpha Insul & Wtr Proofing Inc,Construction,Construction Special Trade Contractors
2008,Pflugerville,TX,Bji  Inc,Construction,Construction Special Trade Contractors
2008,New Bedford,MA,Aerovox Corp.,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,WILMINGTON,NC,"Cornelia Nixon Davis, Inc.",Services,Health Services
2008,Raleigh,NC,Billings & Garrett  Inc,Construction,Heavy Construction Other Than Building Construction Contractors
2008,Jacksonville,NC,Big Johns Electric Co Inc,Construction,Construction Special Trade Contractors
2008,Garland,TX,Superior Custom Cabinet Inc,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Miami,FL,Southwest Plumbing Service,Construction,Construction Special Trade Contractors
2008,Talladega,AL,Georgia-Pacific Corporation,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,NEW KENSINGTON,PA,CANNON BOILER WORKS INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Chattanooga,TN,Signal Plating Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,HARRISVILLE,RI,ATLAS BARRELL & PALLET INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,North Attleboro,MA,Polymetallurgical Corporation,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Blytheville,AR,Motor Appliance Corporation,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Harrison,OH,Crown Plastics Company,Manufacturing,Chemicals And Allied Products
2008,Breckenridge,CO,Stan Miller  Inc,Construction,Construction Special Trade Contractors
2008,Grafton,OH,Eaton Fabricating Co Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Alliance,OH,Overhead Door Corporation,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Carlsbad,CA,Myron L Company,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Rancho Cucamonga,CA,Emrise Electronics Corporation,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Sebring,FL,Bowen & Son Roofing Inc,Construction,Construction Special Trade Contractors
2008,Greensboro,NC,Wolfe Homes,Construction,Building Construction General Contractors And Operative Builders
2008,Hagerstown,MD,Stevens Flexible Packaging Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Houston,TX,Cherry Moving Company  Inc,Construction,Construction Special Trade Contractors
2008,Jackson,MS,Milwaukee Electric Tool Corp,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,KENLY,NC,Ace Transport Ltd,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Bloomingdale,GA,"Quality Site Prep,LLC",Construction,Construction Special Trade Contractors
2008,El Reno,OK,Tomkins Industries Inc,Manufacturing,Transportation Equipment
2008,Lewisburg,TN,Blalock Plumbing Elc & Hvac,Construction,Construction Special Trade Contractors
2008,KALAMAZOO,MI,Interkal LLC,Manufacturing,Furniture And Fixtures
2008,Batesville,MS,Fpe Holdings  Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,PLAINFIELD,CT,B S T Systems Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Bucyrus,OH,ESCO Bucyrus,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,PHARR,TX,Matts Cash & Carry Bldg Mtls,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,Ashland,AL,Royster Enterprises  Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Huntsville,AL,United Plating Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Miami,FL,Parts Depot  Inc,Wholesale Trade,Wholesale Trade-durable Goods
2008,Lucama,NC,Johnson Industrial Mchy Svcs,Construction,Construction Special Trade Contractors
2008,Dudley,NC,Jackson and Sons  Inc,Construction,Construction Special Trade Contractors
2008,Tampa,FL,Edmonson Electric Inc,Construction,Construction Special Trade Contractors
2008,Horsham,PA,Oppenheimer Precision Products,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Cedar Knolls,NJ,Arzee Supply Corp New Jersey,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,Buffalo,NY,Ken-Ton Fabricators Inc,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Camak,GA,"The Timbermen, Inc.",Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Santa Ana,CA,Freudenberg-Nok General Partnr,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Rogers,AR,Preformed Line Products Co,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Dyersburg,TN,Philips Lighting,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Indianapolis,IN,Floating Docks Mfg Co,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Farmington,NY,Ultrafab Inc,Manufacturing,Textile Mill Products
2008,Ripley,MS,Barefoot Carriers Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Versailles,KY,Osram Sylvania Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Campbell,MO,General Baptist Nursing Home,Services,Health Services
2008,Parsippany,NJ,Daiichi Sankyo  Inc,Manufacturing,Chemicals And Allied Products
2008,York,NE,Champion Home Builders Co,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Erie,PA,Modern Industries Inc,Manufacturing,Primary Metal Industries
2008,Winnfield,LA,Autumn Lves Nrsing Hm Wnnfield,Services,Health Services
2008,West Bend,WI,Moore Wallace North Amer Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Houston,TX,Morris Concrete Construction,Construction,Building Construction General Contractors And Operative Builders
2008,Tupelo,MS,Gibson Corrugated,Manufacturing,Paper And Allied Products
2008,El Paso,TX,El Paso Lighthouse,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2008,Lancaster,PA,Calvary Fellowship Homes Inc,Services,Health Services
2008,Philadelphia,PA,D C Humphrys Co,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2008,Lake Dallas,TX,Stone-Made Products  Inc,Construction,Construction Special Trade Contractors
2008,Kalamazoo,MI,Teclab,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,PORT ARTHUR,TX,Sutherland Lumber Company LP,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,HOLLAND,MI,B L D PRODUCTS LTD,Manufacturing,Transportation Equipment
2008,Wilkes Barre,PA,Luzerne Optical Laboratories,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Harvey,LA,Wilco Marsh Buggies Draglines,Construction,Heavy Construction Other Than Building Construction Contractors
2008,West Chicago,IL,Lagrou Cold Storage Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,FLINT,MI,Pepsi-Cola Metro Btlg Co Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Middletown,RI,Grand Islander Center,Services,Health Services
2008,Cape Coral,FL,JRL Ventures  Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Harlingen,TX,Sava Senior Care,Services,Health Services
2008,Saxton,PA,Seton Acquisition Inc,Manufacturing,Leather And Leather Products
2008,Anaheim,CA,APT Electronics Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Kennett Square,PA,Manfredi Mushroom Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,EGG HARBOR TOWNSHIP,NJ,HARRISON BEVERAGE CO INC,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Baltimore,MD,Victor Graphics  Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Lawrenceville,NJ,Parsons Advanced Technologies,Services,"Automotive Repair, Services, And Parking"
2008,Lancaster,OH,Main Street Terrace Care Center,Services,Health Services
2008,Kansas City,KS,General Motors Corporation,Manufacturing,Transportation Equipment
2008,Woodridge,IL,GKN Walterscheid Inc,Manufacturing,Transportation Equipment
2008,Elyria,OH,Bur Bros Masonry Inc,Construction,Construction Special Trade Contractors
2008,Cazenovia,NY,Marquardt Switches Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Union Grove,NC,G & G Lumber Company  Inc,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Miami,FL,Badia Spices Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Grand Island,NY,Coverco Inc,Construction,Construction Special Trade Contractors
2008,Fargo,ND,Nash Finch Company,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,MEMPHIS,TN,General Motors Corporation,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,New Berlin,NY,Chase Memorial Nursing Home,Services,Health Services
2008,Lubbock,TX,Beck Steel  Inc,Construction,Construction Special Trade Contractors
2008,Manchester,NH,Allard Nazarin Group Inc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,LAURINBURG,NC,Butler Manufacturing Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,East Bridgewater,MA,Ware-Rite Distributors Inc,Manufacturing,Furniture And Fixtures
2008,KOKOMO,IN,HOWARD REGIONAL HEALTH SYSTEM,Services,Health Services
2008,Chester,CT,Chesterfields  Ltd,Services,Health Services
2008,Houston,TX,"Trans-Tec Machine, LTD.",Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Oakbrook,IL,Transport Service Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,BOISE,ID,Trinity Trailer Mfg Inc,Manufacturing,Transportation Equipment
2008,Sterling Heights,MI,Chrysler LLC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Carlisle,PA,ABF Freight System Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Arverne,NY,Resort Nursing Home,Services,Health Services
2008,Petersburg,IN,Onyett Fabricators Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Sioux Falls,SD,Lund Truck Parts,Wholesale Trade,Wholesale Trade-durable Goods
2008,Omaha,NE,Superior Lighting INC,Construction,Construction Special Trade Contractors
2008,Mt. Vernon,MO,Lawrence County Manor,Services,Health Services
2008,Midland,TX,Industrial Maint Contrs Inc,Construction,Construction Special Trade Contractors
2008,Rossville,TN,Memphis Shades Inc,Manufacturing,Transportation Equipment
2008,South Plainfield,NJ,G & W Laboratories Inc,Manufacturing,Chemicals And Allied Products
2008,Anaheim,CA,Mission Sheet Metal Inc,Construction,Construction Special Trade Contractors
2008,Phillipsburg,KS,Groendyke Transport Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Wichita,KS,"Nex-Tech Processing, Inc",Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Winfield,KS,Webster Engineering & Mfg Co,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Carlsbad,CA,Front Porch Communities & Svcs,Services,Health Services
2008,CORBIN,KY,Hillcrest Nursing Home,Services,Health Services
2008,Los Angeles,CA,Interstate Brands Corporation,Manufacturing,Food And Kindred Products
2008,MADISON,WI,City View Inc,Services,Health Services
2008,Livonia,MI,Kroger Co,Manufacturing,Food And Kindred Products
2008,Silver Spring,MD,Holy Cross Hosp Silver Spring,Services,Health Services
2008,Dublin,OH,Ashland Inc,Manufacturing,Chemicals And Allied Products
2008,Crockett,TX,Quantex Instrument Company,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,New Ipswich,NH,S & S Concrete Floors  Inc,Construction,Construction Special Trade Contractors
2008,Gerry,NY,"Heritage Village Rehab & Skilled Nursing, Inc.",Services,Health Services
2008,Tonawanda,NY,S R Instruments Inc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Omaha,NE,Zeitner & Sons  Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,EVANSTON,IL,Botti Stdio of Archtctral Arts,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,Harvey,IL,Childrens Habilitation Ctr Inc,Services,Health Services
2008,Roselle,IL,Preferred Electrical,Construction,Construction Special Trade Contractors
2008,Uvalde,TX,Briscoe Ranch Inc,"Agriculture, Forestry, And Fishing",Agriculture production livestock and animal specialties
2008,Harlingen,TX,C T O Inc,Construction,Construction Special Trade Contractors
2008,Hebron,OH,The Dow Chemical Company,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Bowling Green,KY,Rollin Mechanical,Construction,Construction Special Trade Contractors
2008,Wheeling,WV,The Welty Home For Aged Inc,Services,Health Services
2008,Frederick,MD,American Energy Services LLC,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Germantown,MD,JDSU,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Sandusky,MI,Numatics Incorporated,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,NEW HAVEN,CT,Jewish Home For The Aged Inc,Services,Health Services
2008,Lansdowne,PA,Kalan LP,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,GOLDSBORO,NC,"WAYNE MEMORIAL HOSPITAL, INC.",Services,Health Services
2008,Farmville,NC,Mestek Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Morrison,IL,Resthave Hm of Whiteside Cnty,Services,Health Services
2008,Redding,CA,Seven Resorts Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation
2008,Houston,TX,Welding Outlets Inc,Manufacturing,Primary Metal Industries
2008,Sarasota,FL,Arden Courts of Sarasota,Services,Health Services
2008,Oak Creek,WI,Nucor Cold Fnish Wisconsin Inc,Manufacturing,Primary Metal Industries
2008,Detroit,MI,Barton Nursing Center  D W,Services,Health Services
2008,HOLLY,CO,HOLLY NURSING CARE CENTER,Services,Health Services
2008,Denver,CO,Environmental Control Systems,Construction,Construction Special Trade Contractors
2008,Fargo,ND,Berg Grain & Produce Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,South Holland,IL,Rest Haven Christian Services,Services,Social Services
2008,Norwood,MA,Olympic Adhesives Inc,Manufacturing,Chemicals And Allied Products
2008,Littleton,MA,Programmed Test Sources Inc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Irving,TX,Progressive Laboratories Inc,Manufacturing,Chemicals And Allied Products
2008,Butler,PA,Etzel Masonry Inc,Construction,Construction Special Trade Contractors
2008,Saratoga Springs,NY,Great American Bicycle LLC,Manufacturing,Transportation Equipment
2008,Cincinnati,OH,Riverfront Steel Inc,Wholesale Trade,Wholesale Trade-durable Goods
2008,Stockton,CA,"Interstate Truck Center, LLC",Wholesale Trade,Wholesale Trade-durable Goods
2008,Waterville,ME,Mount St Joseph,Services,Health Services
2008,Alma,NE,Evangelical Lutheran,Services,Health Services
2008,Gainesville,FL,Double Envelope Corporation,Manufacturing,Paper And Allied Products
2008,Rockville,MD,Combustioneer Corporation,Construction,Construction Special Trade Contractors
2008,Hopkinsville,KY,Covington Convalescent Center,Services,Health Services
2008,Alexandria,LA,Ratcliff Construction Co LLC,Construction,Building Construction General Contractors And Operative Builders
2008,Charlotte,NC,Roadway Express Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Osceola,AR,REA MAGNET WIRE CO. INC.,Manufacturing,Primary Metal Industries
2008,New York,NY,"Fantasia by Deserio, Inc",Manufacturing,Miscellaneous Manufacturing Industries
2008,Meridian,MS,Mitchell Distributing Co Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Sharon Center,OH,Atlantic Tool & Die Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Beaumont,TX,Helena Laboratories Corp,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Wshngtn CT Hs,OH,Mead Westvaco - Calmar Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Athens,OH,Kimes Convalescent Center,Services,Health Services
2008,Tampa,FL,Fleet Acquisitions LLC,Wholesale Trade,Wholesale Trade-durable Goods
2008,Bronx,NY,Market Meats Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2008,Honolulu,HI,Straub Clinic & Hospital,Services,Health Services
2008,Vista,CA,Maynard Precision Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Parker City,IN,Parker Health Care MGT LLC,Services,Health Services
2008,Beltsville,MD,Amana Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,City of Industry,CA,Pace Lithographers Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,SPRINGVILLE,NY,Jennie B Richmond Nursing Home,Services,Health Services
2008,Villa Park,IL,Conxall Corp,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,ROTHSCHILD,WI,W H Transportation Co Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Bossier City,LA,Wilhite Electric Company  Inc,Construction,Construction Special Trade Contractors
2008,Liberty,KY,Wayne Floyd Gate Co Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,MARION,IL,EXCEL MINING SYSTEMS LLC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Cedar Rapids,IA,Liebovich Steel & Alumimum Iowa,Wholesale Trade,Wholesale Trade-durable Goods
2008,Kalamazoo,MI,Schupan & Sons  Inc,Wholesale Trade,Wholesale Trade-durable Goods
2008,Hiawatha,IA,Parker Hannifin Corporation,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,STAMFORD,NY,Stamford Health Care Society,Services,Health Services
2008,Laconia,NH,Aavid Thermalloy  LLC,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Wood Dale,IL,Senior Industries  Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Commerce,CA,Calpaco Papers Inc,Manufacturing,Paper And Allied Products
2008,Perrysburg,OH,Dold Homes Inc,Construction,Building Construction General Contractors And Operative Builders
2008,Shelbyville,TN,B & W Landscaping & Excvtg LLC,Construction,Heavy Construction Other Than Building Construction Contractors
2008,Hollywood,FL,Cable Wiring Specialist  Inc,Construction,Construction Special Trade Contractors
2008,Akron,OH,Pioneer Plastics Corporation,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,DAYTONA BEACH,FL,FEDEX EXPRESS,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation By Air
2008,Newtown Square,PA,Delmont Utilities Inc,Construction,Heavy Construction Other Than Building Construction Contractors
2008,Sherman,TX,Fisher Controls Intl LLC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Amarillo,TX,AAA Electric,Construction,Construction Special Trade Contractors
2008,Santa Fe Springs,CA,Reliance Steel & Aluminum Co,Wholesale Trade,Wholesale Trade-durable Goods
2008,Honolulu,HI,Precast Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,New Orleans,LA,United States Gypsum Company,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,Zanesville,OH,Lepi Enterprises Inc,Construction,Construction Special Trade Contractors
2008,Hillman,MI,Medilodge Group Inc,Services,Health Services
2008,Bloomington,IL,Wm Masters  Inc,Construction,Construction Special Trade Contractors
2008,Indianapolis,IN,Car Care Packaging,Manufacturing,Chemicals And Allied Products
2008,Prospect,KY,Britthaven of Kentucky Inc,Services,Health Services
2008,EUBANK,KY,BARRON PALLETS INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2008,Federalsburg,MD,Maryland Plastics Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,SAN LUIS OBISPO,CA,"RSCR California, Inc",Services,Health Services
2008,Rochester,NY,Blossom South,Services,Health Services
2008,AUSTELL,GA,Pruitt Corporation,Services,Health Services
2008,Niles,IL,"Oakley Industries COMPANY, LLC",Manufacturing,Primary Metal Industries
2008,Cleveland,OH,Alcoa Inc,Manufacturing,Primary Metal Industries
2008,Newington,CT,Sears  Roebuck and Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,ROCKLAND,ME,NORTH END COMPOSITES LLC,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,SPARTA,NC,Napco  Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Gardena,CA,American Aircraft Products,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Los Angeles,CA,"Ligature, The",Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Cary,NC,Precision Walls  Inc,Construction,Construction Special Trade Contractors
2008,Hermitage,PA,Nugent Convalescent Home Inc,Services,Health Services
2008,DALLAS,TX,Avis Rent A Car Systems Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,Escondido,CA,Home Depot USA Inc,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2008,Indianapolis,IN,TAG Coatings  Corp,Construction,Construction Special Trade Contractors
2008,Fort Worth,TX,Cowtown Redi Mix  Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2008,Crestline,OH,Crestline Nursing Home Inc,Services,Health Services
2008,Honolulu,HI,Ryans Graphics Corporation,Manufacturing,"Printing, Publishing, And Allied Industries"
2008,Carleton,MI,Four Star Greenhouse  Inc,"Agriculture, Forestry, And Fishing",Agricultural Production Crops
2008,South Bend,IN,McCormick & Company Inc,Manufacturing,Food And Kindred Products
2008,Maple City,MI,Leelanau Redi-Mix Inc,Construction,Construction Special Trade Contractors
2008,Oak Brook,IL,De Amertek Corporation  Inc,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2008,Des Moines,IA,Tension Envelope Corporation,Manufacturing,Paper And Allied Products
2008,Lockeford,CA,Robertson-Ceco II Corporation,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Elkridge,MD,Old Dominion Freight Line Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2008,La Crosse,WI,Joseph Bethany-St Corp,Services,Health Services
2008,Fort Worth,TX,Lon Smith & Co Inc,Construction,Construction Special Trade Contractors
2008,West Chicago,IL,Bulk Molding Compounds  Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2008,Burlington,NC,White Oak Manor Inc,Services,Health Services
2008,Atchison,KS,Greenbrier Rail Services,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services
2008,Carol Stream,IL,T W Metals Inc,Wholesale Trade,Wholesale Trade-durable Goods
2008,Huntsville,TX,Conroe Greenhouses Inc,"Agriculture, Forestry, And Fishing",Agricultural Production Crops
2008,NATIONAL CITY,CA,C-P Mfg Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2008,Mattoon,IL,Mattoon Health Care Center,Services,Health Services
2008,Springfield,IL,Christian Homes Inc,Services,Health Services
2008,Kansas City,MO,Dit-MCO International Corp,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2008,Baltimore,MD,J. C. Parry & Sons Co. Inc.,Manufacturing,Paper And Allied Products
2008,West Bloomfield,MI,CRP West Bloomfield,Services,Health Services
2008,Houston,TX,Stairways  Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2008,Rancho Cucamonga,CA,Albert W Davies  Inc,Construction,Heavy Construction Other Than Building Construction Contractors
2008,CLARKSVILLE,AR,TYSON FOODS INC,Manufacturing,Food And Kindred Products
