year,address.city,address.state,business.name,industry.division,industry.major_group
2002,Cherry Hill,NJ,United States Cold Storage,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,TOWNSEND,MA,"CARILORZ CORP DBA JCA, INC.",Manufacturing,Miscellaneous Manufacturing Industries
2002,COLUMBUS,OH,Lancaster Colony Corporation,Manufacturing,Food And Kindred Products
2002,Malden,MA,Ace-Lon Corporation,Manufacturing,Paper And Allied Products
2002,Canton,MA,New England Door Corporation,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,SOMERVILLE,MA,AMES SAFETY ENVELOPE COMPANY,Manufacturing,Paper And Allied Products
2002,Walpole,MA,Walpole Woodworkers Inc,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,CANTON,MA,Plymouth Rubber Company Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,NORTH BILLERICA,MA,Spir-It Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,GREENFIELD,MA,BETE FOG NOZZLE INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,SARASOTA,FL,Forest Products Supply Inc,Wholesale Trade,Wholesale Trade-durable Goods
2002,MIDDLEFIELD,CT,COOPER INSTRUMENT CORP,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2002,Bristol,CT,Arrow Manufacturing Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,WINDSOR,CT,Taylor & Fenn Company,Manufacturing,Primary Metal Industries
2002,West Springfield,MA,Plastic Packaging Corporation,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,AUBURN,MA,WORCESTER ENVELOPE COMPANY,Manufacturing,Paper And Allied Products
2002,Lewiston,ME,Enterprise Foundry Inc,Manufacturing,Primary Metal Industries
2002,CAMDEN,NJ,CAMPBELL SOUP COMPANY,Manufacturing,Food And Kindred Products
2002,STRATFORD,CT,Ross & Roberts Inc,Manufacturing,Textile Mill Products
2002,Brooklyn,NY,Virginia Dare Extract Company,Manufacturing,Food And Kindred Products
2002,WATERBURY,CT,PLATT BROTHERS & COMPANY,Manufacturing,Primary Metal Industries
2002,Southbury,CT,Romatic Manufacturing Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,WHITEFIELD,NH,Brown Street Furniture Inc,Manufacturing,Furniture And Fixtures
2002,CENTRAL FALLS,RI,MURDOCK WEBBING COMPANY INC,Manufacturing,Textile Mill Products
2002,LINCOLN,RI,MANDEVILLE SIGNS INC,Manufacturing,Miscellaneous Manufacturing Industries
2002,Brooklyn,NY,Manhattan Store Interiors Inc,Manufacturing,Furniture And Fixtures
2002,Asheville,NC,Lowes Home Centers Inc,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2002,Naugatuck,CT,Donham Craft Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Thomaston,CT,Metallon Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,STRATFORD,CT,Frank Roth Co Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,WEST NYACK,NY,GENERAL BEARING CORPORATION,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,BLOOMFIELD,CT,JACOBS VEHICLE SYSTEMS INC,Manufacturing,Transportation Equipment
2002,MOONACHIE,NJ,Heller & Usdan Inc,Manufacturing,Paper And Allied Products
2002,ENGLEWOOD,NJ,FISHER BROS STEEL CORP,Wholesale Trade,Wholesale Trade-durable Goods
2002,Brooklyn,NY,Damascus Bakery Inc,Manufacturing,Food And Kindred Products
2002,Staten Island,NY,Reynolds Shipyard Corp,Manufacturing,Transportation Equipment
2002,SANTA MONICA,CA,ARROYO OPTICS INC,Manufacturing,Textile Mill Products
2002,DES PLAINES,IL,OHARE SPRING CO INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,SOUTH WINDSOR,CT,REX LUMBER COMPANY,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,Jackson,GA,Collins Industries Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,ALSIP,IL,CROWN CORK & SEAL COMPANY INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,FAIRFIELD,OH,Hamilton Sorter Co Inc,Manufacturing,Furniture And Fixtures
2002,THOMPSONTOWN,PA,Armstrong Wood Products Inc,Manufacturing,Furniture And Fixtures
2002,WAUKESHA,WI,SPANCRETE INDUSTRIES INC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,LANNON,WI,ALLISTER FABRICATING INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,EMPORIUM,PA,LEWIS & HOCKENBERRY INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,KENILWORTH,NJ,NATIONAL TOOL & MFG CO,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,STAMFORD,NY,CATSKILL CRAFTSMEN INC,Manufacturing,Furniture And Fixtures
2002,Green Island,NY,Honeywell International Inc,Manufacturing,Transportation Equipment
2002,Springfield,IL,Bunn Capitol Company,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,LANCASTER,NY,HENRY & HENRY INC,Manufacturing,Food And Kindred Products
2002,HAUPPAUGE,NY,CURRAN MANUFACTURING CORP,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,West Rutland,VT,Vermont Juvenile Furn Mfg Co,Manufacturing,Furniture And Fixtures
2002,Medford,NJ,Haddon House Food Products,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Cranbury,NJ,Consolidated Models Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Pequannock,NJ,Bel-Art Products Inc,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Jersey City,NJ,Manischewitz B Company LLC,Manufacturing,Food And Kindred Products
2002,ROCHESTER,NY,A J HUGHES SCREW PRODUCTS CO,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Hillside,NJ,Plastic Extruded Products Co,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Rockaway,NJ,Tolan Machinery Co Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Eatontown,NJ,X S Smith Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,FLORHAM PARK,NJ,Strahman Valves Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,PATERSON,NJ,ULTRA ADDITIVES INC,Manufacturing,Chemicals And Allied Products
2002,CHARLOTTE,MI,LINN PRODUCTS INC,Manufacturing,Primary Metal Industries
2002,HACKENSACK,NJ,NORTH JERSEY MEDIA GROUP INC,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,EDISON,NJ,SILGAN CONTAINERS CORPORATION,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,PHILADELPHIA,PA,KEYSTONE UNIFORM CAP LP,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2002,MOUNT EPHRAIM,NJ,Alliance Vinyl Window Company,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,PHILADELPHIA,PA,C A SPALDING COMPANY,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,ROCHESTER,NY,Alleson of Rochester Inc,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2002,NEW CASTLE,DE,William M Young Company,Wholesale Trade,Wholesale Trade-durable Goods
2002,New Kingstown,PA,Shaffer Trucking Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,Memphis,TN,Aubrey Ellis,Manufacturing,Miscellaneous Manufacturing Industries
2002,Vineland,NJ,J F Gillespie Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,CULLMAN,AL,LOPAREX INC,Manufacturing,Paper And Allied Products
2002,JACKSONVILLE,FL,ATLANTIC MARINE INC,Manufacturing,Transportation Equipment
2002,Omaha,NE,G-J Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Saint Paul,MN,Pioneer Press Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,EPHRATA,PA,Spring Glen Fresh Foods Inc,Manufacturing,Food And Kindred Products
2002,Shippensburg,PA,Beistle Company,Manufacturing,Paper And Allied Products
2002,HARRISBURG,PA,SUPER RITE FOODS INC,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Summit,NJ,Nicholas J Bouras Inc,Wholesale Trade,Wholesale Trade-durable Goods
2002,PISCATAWAY,NJ,Roma Food Enterprises Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,PORT WASHINGTON,NY,FAB-CON MACHINERY DEVELOPMENT,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,WICHITA FALLS,TX,TRANTER PHE INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Greencastle,PA,WORLD KITCHENS,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,LENOIR,NC,FAIRFIELD CHAIR COMPANY,Manufacturing,Furniture And Fixtures
2002,SCRANTON,PA,UNITED GILSONITE LABORATORIES,Manufacturing,Chemicals And Allied Products
2002,MARTINSBURG,WV,Sexton Can Company Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Madison,NC,Pine Hall Brick Co Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,GREENSBORO,NC,"Mother Murphys Laboratories, Inc.",Manufacturing,Food And Kindred Products
2002,ROCKY MOUNT,NC,ROCKY MOUNT CORD COMPANY,Manufacturing,Textile Mill Products
2002,CHARLOTTESVILLE,VA,ALLIED CONCRETE COMPANY,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,MAXTON,NC,HASTY PLYWOOD CO,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,Goldsboro,NC,Wayne Printing Company Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,Roanoke,VA,Progress Press Inc,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,ACWORTH,GA,MC ARTHUR CONCRETE PRODUCTS,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,CATAWBA,NC,SETZER SMITH & SONS INC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,CLINTON,OK,BAR-S FOODS CO,Manufacturing,Food And Kindred Products
2002,MONCURE,NC,GENERAL SHALE PRODUCTS LLC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,Winston Salem,NC,Royal Cake Company Inc,Manufacturing,Food And Kindred Products
2002,Detroit,MI,Scci Health Services Inc,Services,Health Services
2002,Salisbury,NC,Salisbury Lumber & Supply Co,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,Washington,DC,Premium Distrs Wash DC LLC,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Rome,GA,Profile Extrusion Company,Manufacturing,Primary Metal Industries
2002,GARNER,NC,DOMINOS PIZZA LLC,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,Troy,MI,"ARVINMERITOR, INC",Manufacturing,Transportation Equipment
2002,OPELIKA,AL,CASTONE CORPORATION,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,NASHVILLE,TN,Standard Candy Company Inc,Manufacturing,Food And Kindred Products
2002,HARTWELL,GA,TENNECO AUTOMOTIVE OPER CO,Manufacturing,Transportation Equipment
2002,ONEIDA,TN,HARTCO INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,Oak Ridge,TN,Oak Ridge Tool Engineering,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,KNOXVILLE,TN,Wolf Tree Experts Incorporated,"Agriculture, Forestry, And Fishing",Agricultural Services
2002,EAGLE BRIDGE,NY,EAGLE BRIDGE MACHINE & TOOL,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,Tampa,FL,Sig Logistics Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,SALT LAKE CITY,UT,KARMAN KITCHENS INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,FORT LAUDERDALE,FL,BROWARD CASTING FOUNDRY INC,Manufacturing,Primary Metal Industries
2002,Dallas,TX,Scobee Foods Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Cortland,OH,M & M Manufacturing Co,Manufacturing,Furniture And Fixtures
2002,LARGO,FL,UPS STRUCTURAL CONNECTORS,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,PRATTVILLE,AL,Pearson Industries Inc,Manufacturing,Miscellaneous Manufacturing Industries
2002,COLUMBUS,MS,COLUMBUS BRICK CO INC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,ORLANDO,FL,A-1 Block Corporation,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,Akron,OH,Illinois Tool Works Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,WYANDOTTE,MI,CADON PLATING COMPANY,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,CHARLOTTE,NC,DIXIE TRUCKING COMPANY INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,LA GRANGE,IL,TRU VUE INC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,Saint Helena,CA,Central Valley Builders Supply,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2002,FARMINGTON,MI,WEATHER KING WINDOWS AND DOORS,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Hagerstown,MD,Diakon Lthran Scial Ministries,Services,Health Services
2002,MC CONNELSVILLE,OH,GOULD ELECTRONICS INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Fargo,ND,Lewis Truck Lines Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,Utica,MI,Messina Trucking Incorporated,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,CHICAGO,IL,BERTEAU-LOWELL PLATING WORKS,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,South Bend,IN,Capitol Technologies (del),Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,Maumelle,AR,WINDSOR DOOR INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,WIXOM,MI,Mac Valves Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Chicago,IL,Decorators Supply Corp,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,AKRON,OH,THERMO-RITE MFG COMPANY,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,MALVERN,OH,THE CLAY KOPP COMPANY,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,CHICAGO,IL,Quam-Nichols Company,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2002,SANDUSKY,OH,G & C Foundry Company,Manufacturing,Primary Metal Industries
2002,ZELIENOPLE,PA,Bnz Materials Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,AUBURN,IN,Cooper-Standard Automotive,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,JONESVILLE,MI,Jonesville Products Co Inc,Manufacturing,Primary Metal Industries
2002,Virginia Beach,VA,Sentara Community Care,Services,Health Services
2002,Clayton,OH,Anchor Fabricators Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,DIXIE,WV,ELSWICK LUMBER CO INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,Chicago,IL,Milton Johns Company,Manufacturing,Furniture And Fixtures
2002,Campbell,OH,Calex Corporation Inc,Manufacturing,Primary Metal Industries
2002,Warren,MI,Fordsell Machine Products Co,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Streetsboro,OH,Soft-Lite LLC,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Memphis,TN,Anderson-Tully Veneer LP,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,RALEIGH,NC,FLOWSERVE,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Toledo,OH,Tolco Corporation,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,LOMBARD,IL,Olson International Ltd,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Chicago,IL,Clybourn Metal Finishing Co,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,New Washington,OH,C E White Co,Manufacturing,Furniture And Fixtures
2002,TIFTON,GA,COMMISSARY OPERATIONS INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,FAIRFIELD,OH,BRAININ ADVANCE INDUSTRIES,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,DELPHI,IN,GLOBE VALVE CORPORATION,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,OAK LAWN,IL,FISHER PRINTING INC,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,YORK,PA,Supervalu Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,PECATONICA,IL,Dean Holding Company,Manufacturing,Food And Kindred Products
2002,Wheeling,WV,Columbia Sales Co,Manufacturing,Paper And Allied Products
2002,WATERFORD,PA,TROYER POTATO PRODUCTS INC,Manufacturing,Food And Kindred Products
2002,MONROE,MI,VISTEON CORPORATION,Manufacturing,Transportation Equipment
2002,Chicago,IL,Primrose Candy Co Inc,Manufacturing,Food And Kindred Products
2002,NEW BUFFALO,MI,PLASTIC MASTERS INC,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Davenport,IA,Pepsi-Cola Btlg Co Davenport,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,DAVENPORT,IA,TRI-CITY FABRICATING & WLDG CO,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,East Moline,IL,East Moline Metal Products Co,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,CORRY,PA,TONNARD MANUFACTURING CORP,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,MONTPELIER,OH,WINZELER STAMPING CO,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,NORTH JUDSON,IN,THERMO PRODUCTS LLC,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,FLORENCE,KY,KECO INDUSTRIES INC,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,TOLEDO,OH,BARON DRAWN STEEL CORPORATION,Manufacturing,Primary Metal Industries
2002,MENOMONEE FALLS,WI,Arandell Corporation,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,MEMPHIS,TN,GREAT DANE TRAILER TENNESSEE,Manufacturing,Transportation Equipment
2002,TUPELO,MS,B & B CONCRETE COMPANY INC,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,CLEVELAND,MS,QUALITY STEEL CORPORATION,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,INDIANAPOLIS,IN,THREADED ROD COMPANY INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,LEBANON,KY,LEBANON OAK FLOORING CO,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,CLARKSDALE,MS,STANDARD INDUSTRIAL CORP,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,Charlotte,MI,Owens-Brockway Glass Container,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,MUSKEGON,MI,G M I COMPOSITES INC,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,WILLMAR,MN,Jennie-O Turkey Store Inc,Manufacturing,Food And Kindred Products
2002,SOUTH SAINT PAUL,MN,WATEROUS COMPANY,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,DENVER,CO,EASTWOOD PRINTING & PUBG CO,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,Traverse City,MI,Concrete Service Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,SAINT CLOUD,MN,Amcon Block & Precast Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,JACKSON,MS,Stone Container Corporation,Manufacturing,Paper And Allied Products
2002,EL CAJON,CA,WINDOWMASTER PRODUCTS,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Mequon,WI,Johnson Level & Tool Mfg Co,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,JEFFERSON CITY,MO,DELONGS INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,MILWAUKEE,WI,GENERAL PLASTICS INC,Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Brockton,MA,Nutramax Products Inc,Manufacturing,Food And Kindred Products
2002,NORTH LAS VEGAS,NV,A C HOUSTON LUMBER COMPANY INC,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers"
2002,MINNEAPOLIS,MN,MACKAY ENVELOPE LLC,Manufacturing,Paper And Allied Products
2002,MINNEAPOLIS,MN,JAPS-OLSON CO,Manufacturing,"Printing, Publishing, And Allied Industries"
2002,CHICAGO,IL,CORRUGATED SUPPLIES,Manufacturing,Paper And Allied Products
2002,Honesdale,PA,Herzog Trucking Company Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,Kansas City,MO,Butler Manufacturing Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,LANCASTER,WI,COMMUNICATIONS PRODUCTS CORP,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2002,STOUGHTON,WI,UNIROYAL TECHNOLOGY CORP,Manufacturing,Textile Mill Products
2002,JASPER,IN,JASPER SEATING CO INC,Manufacturing,Furniture And Fixtures
2002,LA CROSSE,WI,TORRANCE CASTING INC,Manufacturing,Primary Metal Industries
2002,MONTGOMERY,MN,United Steel Products Company,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Chicago,IL,Pacific Wine Company,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,SOUTH BEND,IN,STEEL WAREHOUSE CO INC,Wholesale Trade,Wholesale Trade-durable Goods
2002,Menomonee Falls,WI,Herker Industries Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,MONROE,WI,Monroe Truck Equipment Inc,Wholesale Trade,Wholesale Trade-durable Goods
2002,LAKE GENEVA,WI,Northern Precision Casting Co,Manufacturing,Primary Metal Industries
2002,CALION,AR,CALION LUMBER COMPANY INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,GREENWOOD,MS,Farmers Supply Cooperative Ala,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,MANCHESTER,NH,ASSOCIATED GROCERS OF NENG,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Baltimore,MD,Baltimore Storage Company Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,GRIGGSVILLE,IL,NATURE HOUSE INC,Manufacturing,Miscellaneous Manufacturing Industries
2002,SHAWNEE MISSION,KS,Darling Envelope Inc.,Manufacturing,Paper And Allied Products
2002,Springfield,MO,Nattinger Materials Company,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,Long Beach,CA,Foss Maritime Company,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation
2002,Fresno,CA,Beverly Healthcare-California,Services,Health Services
2002,Sparta,MI,Jack Brown Produce Inc,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,Montpelier,OH,Bryan Truck Line Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,ANTIGO,WI,KRETZ LUMBER CO INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,ROCKFORD,IL,DASCO PRO INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Laurel,MT,Cenex Harvest States Coops,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,POLSON,MT,WESTERN BEE SUPPLIES INC,Manufacturing,"Lumber And Wood Products, Except Furniture"
2002,BUTLER,IN,UNIVERSAL TOOL & STAMPING CO,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,MILWAUKEE,WI,E R WAGNER MANUFACTURING CO,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,KANSAS CITY,MO,LAKE SHORE CARRIER CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,ROSEVILLE,MI,True Industrial Corporation,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,McPherson,KS,McPherson Concrete Products,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,Fontana,CA,West Valley Mrf LLC,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services"
2002,HAZELWOOD,MO,"ENGINEERED PRODUCTS INDUSTRIES, LLC",Manufacturing,Rubber And Miscellaneous Plastics Products
2002,Miami,FL,Associated Grocers of Florida,Wholesale Trade,Wholesale Trade-non-durable Goods
2002,ATLANTA,GA,DELTA AIRLINES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation By Air
2002,Atlanta,GA,A G Rhodes Home Inc,Services,Health Services
2002,INDIANAPOLIS,IN,OVERHEAD DOOR OF INDIANAPOLIS,Wholesale Trade,Wholesale Trade-durable Goods
2002,SOUTH BELOIT,IL,Unova Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,SHEFFIELD,AL,Great Southern Wood Prsv Inc,Wholesale Trade,Wholesale Trade-durable Goods
2002,CLEVELAND,OH,OBrien & Nye Cartage Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,WHITEWATER,WI,WEILER AND COMPANY INC,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,Saint Paul,MN,Applied Coating Technology,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Minneapolis,MN,Anderson Automatics Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,LA PORTE,IN,THE NEW YORK BLOWER COMPANY,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,MADISON,WI,Madison Concrete Pipe Inc,Manufacturing,"Stone, Clay, Glass, And Concrete Products"
2002,PONCA CITY,OK,MERTZ INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Perry,OK,Charles Machine Works Inc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2002,Worcester,MA,Giroux Bros Transportation,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing
2002,GOODRICH,MI,BURKLAND TEXTRON INC,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,Burlingame,CA,Coen Company Inc,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2002,DENTON,TX,Starlite Sign of Denton Inc,Manufacturing,Miscellaneous Manufacturing Industries
2002,Hearne,TX,Hearne Steel Company,Manufacturing,Primary Metal Industries
